Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,215.725006,218.475006,212.750000,216.274994,185.288513,1176100
2008-01-02,215.949997,217.375000,211.000000,214.074997,183.403732,6340052
2008-01-03,212.262497,214.975006,206.562500,207.987503,178.188431,2633456
2008-01-04,214.750000,214.750000,202.750000,205.937500,176.432129,3701764
2008-01-07,203.750000,208.725006,200.250000,203.449997,174.301025,2176008
2008-01-08,197.637497,210.750000,197.637497,207.512497,177.781464,3698636
2008-01-09,207.500000,208.725006,201.500000,202.212494,173.240814,3010256
2008-01-10,202.500000,207.250000,199.500000,201.274994,172.437622,3422240
2008-01-11,201.250000,202.287506,191.024994,193.762497,166.001465,2675956
2008-01-14,194.512497,196.637497,185.000000,189.312500,162.189056,2862236
2008-01-15,189.312500,191.250000,182.750000,183.774994,157.444931,3091884
2008-01-16,183.750000,188.899994,177.750000,184.625000,158.173126,2875728
2008-01-17,182.637497,191.000000,182.637497,189.112503,162.017700,1912596
2008-01-18,189.112503,189.112503,180.012497,181.887497,155.827850,1443032
2008-01-21,180.262497,184.500000,145.512497,166.800003,142.901993,3209576
2008-01-22,167.500000,178.600006,131.250000,152.475006,130.629364,3742076
2008-01-23,153.000000,173.612503,151.262497,158.350006,135.662659,5721192
2008-01-24,160.500000,166.250000,150.000000,156.500000,134.077728,3347296
2008-01-25,160.500000,170.000000,157.500000,168.274994,144.165649,1783080
2008-01-28,169.300003,174.000000,155.750000,172.375000,147.678238,1488304
2008-01-29,167.500000,178.000000,166.250000,175.387497,150.259094,4054996
2008-01-30,176.250000,177.500000,169.537506,172.774994,148.020905,2817812
2008-01-31,175.000000,177.475006,162.562500,166.212494,142.398682,4713396
2008-02-01,172.500000,173.500000,161.500000,167.750000,143.715866,1941880
2008-02-04,170.000000,175.250000,169.975006,174.537506,149.530930,2101076
2008-02-05,174.500000,174.737503,169.000000,169.875000,145.536407,1960024
2008-02-06,164.750000,172.375000,162.887497,165.987503,142.205902,1156204
2008-02-07,166.250000,166.600006,162.500000,164.750000,141.145721,1515184
2008-02-08,157.837494,165.000000,157.837494,161.500000,138.361328,635824
2008-02-11,160.250000,162.000000,145.000000,149.737503,128.284088,2398252
2008-02-12,151.250000,152.250000,143.000000,144.812500,124.064674,1024720
2008-02-13,145.250000,148.625000,143.762497,144.737503,124.000458,2428288
2008-02-14,146.000000,151.000000,146.000000,149.412506,128.005646,1829864
2008-02-15,147.500000,155.750000,147.500000,155.262497,133.017517,1515368
2008-02-18,154.649994,162.100006,154.649994,161.149994,138.061478,1090992
2008-02-19,160.500000,166.375000,160.500000,164.637497,141.049316,2796004
2008-02-20,164.062500,167.725006,157.500000,158.824997,136.069565,1557608
2008-02-21,158.750000,162.750000,156.250000,159.600006,136.733582,825916
2008-02-22,160.000000,160.000000,153.537506,157.274994,134.741669,1079764
2008-02-25,158.250000,158.675003,151.250000,156.949997,134.463226,1371704
2008-02-26,138.887497,161.199997,138.887497,158.012497,135.373505,1049620
2008-02-27,157.412506,171.125000,157.412506,165.100006,141.445572,3735912
2008-02-28,165.000000,171.675003,165.000000,170.274994,145.879105,4271596
2008-02-29,170.500000,176.500000,167.524994,172.937500,148.160141,6601108
2008-03-03,167.500000,177.500000,166.250000,171.949997,147.314163,6836980
2008-03-04,173.250000,175.949997,171.500000,174.287506,149.316757,3628276
2008-03-05,175.500000,176.250000,172.000000,173.925003,149.006134,3155640
2008-03-07,172.000000,173.000000,162.750000,166.812500,142.912704,1699500
2008-03-10,166.250000,175.149994,159.699997,167.600006,143.587372,3691256
2008-03-11,167.475006,172.500000,163.250000,168.962494,144.754623,3411344
2008-03-12,167.500000,175.000000,167.500000,170.712494,146.253922,1625900
2008-03-13,169.925003,171.000000,159.725006,165.262497,141.584778,2750988
2008-03-14,166.500000,171.250000,158.125000,162.300003,139.046738,3063704
2008-03-17,157.587494,164.975006,153.012497,159.750000,136.862076,2383480
2008-03-18,158.725006,160.000000,155.050003,159.512497,136.658569,2847800
2008-03-19,160.637497,171.187500,159.274994,165.300003,141.616867,3608168
2008-03-24,173.562500,173.562500,160.000000,166.949997,143.030502,3875868
2008-03-25,163.000000,170.475006,163.000000,169.975006,145.622086,3120700
2008-03-26,168.750000,172.500000,167.587494,169.887497,145.547119,1375824
2008-03-27,163.750000,174.500000,163.750000,170.787506,146.318192,2705032
2008-03-28,170.024994,174.987503,164.625000,173.125000,148.320786,1460976
2008-03-31,163.750000,181.000000,163.750000,174.262497,149.295319,3474888
2008-04-01,173.574997,179.187500,160.250000,162.600006,139.303757,3216108
2008-04-02,168.750000,168.750000,163.787506,166.675003,142.794922,1422732
2008-04-03,168.000000,170.500000,157.812500,161.287506,138.179306,2063492
2008-04-04,161.312500,161.312500,150.750000,151.300003,129.622726,4858712
2008-04-07,151.500000,156.250000,150.899994,153.774994,131.743149,2584676
2008-04-08,153.774994,155.000000,150.012497,151.912506,130.147491,2333088
2008-04-09,151.750000,154.250000,148.024994,152.225006,130.415207,2629580
2008-04-10,154.000000,156.975006,151.550003,153.262497,131.304031,2154536
2008-04-11,154.250000,156.250000,153.750000,154.687500,132.524887,1492300
2008-04-15,154.500000,157.000000,150.512497,155.862503,133.531525,1947940
