Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,4379.950195,4379.950195,4275.100098,4292.149902,4219.798340,255314
2023-01-03,4255.100098,4295.649902,4206.299805,4241.850098,4170.346680,496975
2023-01-04,4254.950195,4276.000000,4216.350098,4235.000000,4163.611816,216319
2023-01-05,4235.000000,4387.000000,4235.000000,4313.200195,4240.494141,686633
2023-01-06,4313.200195,4369.000000,4310.000000,4359.049805,4285.570801,297438
2023-01-09,4380.000000,4387.899902,4336.200195,4364.299805,4290.732422,170110
2023-01-10,4360.000000,4363.000000,4317.299805,4326.850098,4253.913574,235445
2023-01-11,4326.000000,4358.649902,4298.000000,4314.299805,4241.575195,224668
2023-01-12,4319.299805,4340.899902,4284.000000,4299.250000,4226.778809,248083
2023-01-13,4304.000000,4370.700195,4287.450195,4336.100098,4263.007813,183772
2023-01-16,4336.100098,4346.450195,4300.000000,4309.600098,4236.954590,84814
2023-01-17,4309.000000,4372.950195,4291.750000,4362.049805,4288.520020,169798
2023-01-18,4360.000000,4422.000000,4355.549805,4393.700195,4319.637207,192855
2023-01-19,4379.799805,4399.950195,4357.100098,4372.399902,4298.695801,139431
2023-01-20,4362.000000,4362.000000,4312.850098,4318.950195,4246.146973,154486
2023-01-23,4330.000000,4357.450195,4319.149902,4337.850098,4264.728516,119143
2023-01-24,4350.799805,4408.950195,4323.200195,4396.049805,4321.947266,135586
2023-01-25,4384.000000,4444.000000,4360.000000,4388.149902,4314.180176,288089
2023-01-27,4435.000000,4439.000000,4353.799805,4380.399902,4306.561035,340484
2023-01-30,4396.500000,4418.000000,4320.000000,4406.750000,4332.466797,218721
2023-01-31,4418.000000,4418.000000,4264.000000,4317.600098,4244.819824,605699
2023-02-01,4329.899902,4444.500000,4326.850098,4370.950195,4297.270508,622541
2023-02-02,4518.950195,4596.000000,4370.000000,4573.049805,4495.963379,1669243
2023-02-03,4590.000000,4659.750000,4570.100098,4628.850098,4550.823242,517467
