Date,Open,High,Low,Close,Adj Close,Volume
2023-03-01,152.000000,155.100006,151.850006,154.800003,147.716400,7707977
2023-03-02,154.500000,155.050003,152.649994,154.050003,147.000702,8219892
2023-03-03,154.000000,155.699997,153.449997,154.250000,147.191559,8260104
2023-03-06,154.699997,159.699997,153.550003,158.199997,150.960800,14491522
2023-03-08,156.550003,158.850006,156.399994,158.250000,151.008514,7339476
2023-03-09,159.050003,159.149994,156.050003,156.300003,149.147751,5314022
2023-03-10,155.600006,156.699997,154.199997,155.800003,148.670639,4689681
2023-03-13,156.199997,158.000000,155.199997,155.800003,148.670639,8785721
2023-03-14,155.800003,156.850006,153.050003,153.300003,146.285049,7177342
2023-03-15,154.000000,154.449997,151.800003,152.550003,145.569351,9832270
2023-03-16,151.199997,153.399994,148.000000,152.199997,145.235367,18551936
2023-03-17,153.500000,154.899994,151.949997,153.149994,146.141876,16593429
2023-03-20,153.000000,154.149994,151.600006,152.300003,145.330780,8749355
2023-03-21,153.149994,153.750000,150.949997,151.550003,144.615112,6148489
2023-03-22,152.399994,152.800003,150.850006,151.550003,144.615112,4329409
2023-03-23,151.100006,153.149994,150.300003,152.800003,145.807907,4484564
2023-03-24,152.699997,153.199997,148.800003,149.399994,142.563492,8301726
2023-03-27,149.550003,152.449997,149.250000,150.250000,143.374603,7437261
2023-03-28,150.250000,150.250000,146.649994,147.199997,140.464172,8964539
2023-03-29,147.250000,150.850006,146.500000,149.350006,142.515778,24012834
2023-03-31,150.100006,153.000000,150.050003,151.050003,144.138000,7998472
2023-04-03,154.500000,157.850006,153.100006,153.649994,146.619003,20016785
2023-04-05,156.750000,157.350006,152.550003,152.899994,145.903336,15880397
2023-04-06,153.199997,153.449997,150.399994,150.600006,143.708588,10670936
2023-04-10,150.699997,157.500000,150.000000,157.149994,149.958847,17431401
2023-04-11,157.100006,159.300003,156.399994,159.050003,151.771912,13305621
2023-04-12,159.000000,159.050003,156.600006,157.649994,150.435974,7333339
2023-04-13,158.149994,160.500000,158.000000,158.750000,151.485641,11610851
2023-04-17,159.100006,160.449997,158.000000,160.149994,152.821564,9358885
2023-04-18,160.149994,160.550003,159.399994,160.100006,152.773865,8008560
2023-04-19,158.300003,160.449997,158.050003,160.100006,152.773865,11374283
2023-04-20,159.600006,160.100006,158.500000,159.149994,151.867340,5733670
2023-04-21,158.899994,159.850006,158.699997,159.600006,152.296753,3512214
2023-04-24,159.600006,160.750000,159.300003,160.250000,152.917007,7028440
2023-04-25,160.199997,161.800003,160.000000,160.649994,153.298691,10169778
2023-04-26,160.000000,161.600006,159.750000,161.149994,153.775803,9177783
2023-04-27,160.199997,160.899994,159.600006,160.050003,152.726166,6456825
2023-04-28,159.800003,159.800003,154.850006,158.949997,151.676498,12656744
2023-05-02,159.500000,164.800003,159.350006,164.250000,156.733963,16612560
2023-05-03,162.899994,163.350006,160.850006,161.149994,153.775803,8029435
2023-05-04,160.800003,161.199997,159.199997,161.000000,153.632675,9929482
2023-05-05,161.050003,161.949997,159.699997,160.300003,152.964706,5488707
2023-05-08,160.300003,165.350006,160.000000,165.000000,157.449646,9699470
2023-05-09,165.000000,166.500000,164.399994,165.250000,157.688202,7600834
2023-05-10,165.250000,167.649994,165.000000,166.949997,159.310425,10901429
2023-05-11,166.100006,168.649994,166.100006,167.050003,159.405838,7877677
2023-05-12,168.149994,169.000000,165.000000,165.500000,157.926758,16373574
2023-05-15,165.500000,166.600006,164.399994,165.600006,158.022202,8559162
