Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,70.666664,73.616669,70.033333,72.533333,50.279850,34574097
2008-01-02,73.300003,75.800003,71.433334,73.699997,51.088581,54451458
2008-01-03,73.333336,73.666664,70.683334,71.483330,49.551994,43376439
2008-01-04,71.666664,73.400002,71.050003,73.116669,50.684212,35674392
2008-01-07,70.566666,78.333336,70.566666,77.099998,53.445446,50391894
2008-01-08,77.933334,79.800003,74.699997,77.000000,53.376137,51046317
2008-01-09,76.500000,78.150002,75.366669,76.016663,52.694489,28704918
2008-01-10,76.333336,76.666664,72.716667,73.266663,50.788200,18643011
2008-01-11,73.333336,75.099998,71.466667,73.483330,50.938393,16105608
2008-01-14,74.300003,75.333336,72.750000,74.833336,51.874195,14814018
2008-01-15,75.033333,75.633331,71.583336,72.116669,49.991024,10063080
2008-01-16,71.666664,72.133331,67.050003,69.650002,48.281143,26526015
2008-01-17,69.333336,73.983330,69.333336,72.583336,50.314518,17055318
2008-01-18,72.583336,73.333336,69.333336,70.883331,49.136070,26528709
2008-01-21,71.000000,71.333336,63.333332,67.283333,46.640568,36215553
2008-01-22,63.299999,66.666664,56.333332,60.966667,42.261883,39568419
2008-01-23,63.000000,66.666664,59.666664,64.949997,45.023113,36521202
2008-01-24,65.666664,67.333336,60.066666,62.500000,43.324780,18912393
2008-01-25,64.666664,67.000000,63.433334,66.150002,45.854946,16303758
2008-01-28,63.333332,66.666664,63.333332,65.416664,45.346600,16525326
2008-01-29,66.233330,68.616669,66.000000,67.066666,46.490372,15252156
2008-01-30,69.833336,69.833336,63.033333,66.449997,46.062904,15579168
2008-01-31,67.000000,67.000000,63.833332,65.183334,45.184860,28441632
2008-02-01,64.083336,69.133331,64.083336,68.383331,47.403080,11183304
2008-02-04,69.333336,70.633331,67.216667,68.266663,47.322212,11466729
2008-02-05,69.000000,69.333336,67.116669,68.650002,47.587936,10737594
2008-02-06,67.000000,67.666664,65.466667,66.666664,46.213100,10057806
2008-02-07,66.666664,67.083336,63.416664,64.033333,44.387684,14804169
2008-02-08,64.333336,66.583336,63.716667,66.000000,45.750957,17582610
2008-02-11,66.000000,66.599998,59.666664,61.799999,42.839535,15521421
2008-02-12,61.633331,62.566666,60.700001,61.849998,42.874195,9486399
2008-02-13,62.833332,65.916664,62.333332,65.416664,45.346600,16423575
2008-02-14,66.699997,68.000000,65.366669,66.416664,46.039799,12600858
2008-02-15,64.966667,67.983330,64.966667,67.616669,46.871635,21821409
2008-02-18,67.699997,70.483330,66.283333,69.933334,48.477535,22277769
2008-02-19,69.000000,71.000000,67.416664,68.466667,47.460850,16149078
2008-02-20,68.466667,68.500000,66.349998,67.316666,46.663677,9931170
2008-02-21,68.016663,68.333336,66.166664,67.116669,46.525036,8831406
2008-02-22,66.333336,67.300003,66.333336,66.716667,46.247765,4636674
2008-02-25,67.300003,68.300003,66.716667,67.283333,46.640568,8280402
2008-02-26,67.333336,67.900002,66.800003,67.150002,46.548138,8260302
2008-02-27,67.666664,67.933334,65.833336,67.449997,46.756096,17157789
2008-02-28,66.000000,67.900002,66.000000,67.416664,46.733002,18721920
2008-02-29,67.333336,69.000000,66.599998,67.583336,46.848534,31356522
2008-03-03,66.099998,66.099998,63.116665,64.183334,44.491657,70662372
2008-03-04,64.333336,64.800003,60.700001,61.633331,42.724014,40543026
2008-03-05,61.299999,65.283333,60.666664,64.849998,44.953789,26075793
2008-03-07,64.366669,65.000000,62.333332,63.583332,44.075737,28897584
2008-03-10,62.333332,64.916664,62.099998,63.666664,44.133503,16998834
2008-03-11,62.166664,65.000000,62.166664,64.083336,44.422340,26200665
2008-03-12,64.699997,66.000000,63.250000,63.500000,44.017975,14496471
2008-03-13,62.666664,63.333332,60.583332,61.866665,42.885761,15532452
2008-03-14,62.883331,64.333336,62.000000,63.900002,44.295258,18623493
2008-03-17,63.016666,63.799999,60.916664,61.916664,42.920410,20803905
2008-03-18,62.266666,63.333332,60.116665,61.016666,42.296532,15501837
2008-03-19,62.666664,63.233334,61.483334,62.433334,43.278564,16404795
2008-03-24,65.550003,65.550003,61.683334,63.716667,44.168171,13534638
2008-03-25,66.666664,68.333336,63.333332,63.849998,44.260586,20573886
2008-03-26,63.683334,65.500000,63.366665,65.099998,45.127087,14841459
2008-03-27,65.266663,67.333336,64.333336,66.699997,46.236206,18201171
2008-03-28,66.666664,69.333336,66.666664,68.833336,47.715023,14783328
2008-03-31,69.000000,70.266663,67.683334,68.750000,47.657261,12664245
2008-04-01,69.333336,70.916664,68.583336,70.199997,48.662384,11235306
2008-04-02,71.000000,72.266663,68.000000,69.333336,48.061619,12771816
2008-04-03,69.366669,70.166664,68.750000,69.349998,48.073174,12432711
2008-04-04,68.383331,69.283333,66.400002,66.866669,46.351738,15935361
2008-04-07,68.266663,71.483330,66.866669,70.116669,48.604622,23317473
2008-04-08,70.333336,70.333336,68.750000,69.516663,48.188705,20184348
2008-04-09,68.666664,69.466667,67.866669,69.133331,47.922985,7114320
2008-04-10,68.766663,69.916664,68.216667,68.883331,47.749683,12800223
2008-04-11,69.000000,69.449997,67.699997,68.016663,47.148911,11505324
2008-04-15,67.833336,69.833336,67.349998,69.300003,48.038513,15745374
2008-04-16,69.966667,70.233330,69.066666,70.000000,48.523754,11508897
2008-04-17,70.366669,70.966667,68.366669,70.483330,48.858795,9262752
2008-04-21,70.766663,71.666664,69.150002,69.400002,48.107830,7555704
2008-04-22,69.266663,71.666664,68.683334,71.099998,49.286266,9456741
2008-04-23,71.333336,72.000000,70.449997,70.633331,48.962776,8633928
2008-04-24,70.366669,71.650002,69.583336,69.983330,48.512203,14383548
2008-04-25,71.300003,71.300003,69.733330,70.966667,49.193848,7504971
2008-04-28,71.333336,72.000000,70.083336,70.533333,48.893456,9643743
2008-04-29,70.983330,71.666664,70.266663,70.766663,49.055202,10566339
2008-04-30,70.166664,73.599998,70.166664,73.300003,50.811302,22720698
2008-05-02,74.033333,74.900002,72.849998,73.650002,51.053913,9766512
2008-05-05,73.300003,74.466667,72.666664,73.583336,51.007717,8043285
2008-05-06,73.000000,75.550003,73.000000,74.949997,51.955070,16645737
2008-05-07,75.199997,76.566666,74.516663,75.550003,52.370995,14980725
2008-05-08,75.500000,75.500000,71.166664,71.666664,49.679085,18992844
2008-05-09,71.666664,73.333336,71.099998,72.849998,50.499359,17499633
2008-05-12,72.416664,75.000000,71.599998,74.599998,51.712471,10825146
2008-05-13,75.000000,76.333336,73.466667,75.116669,52.070606,12039519
2008-05-14,74.333336,76.083336,74.166664,75.433334,52.290131,10557699
2008-05-15,75.699997,76.000000,74.699997,75.400002,52.267002,10011630
2008-05-16,75.400002,76.000000,74.333336,75.699997,52.474968,7337115
2008-05-20,75.333336,75.900002,74.500000,75.250000,52.163040,8098233
2008-05-21,74.666664,77.466667,74.533333,76.066666,52.729149,14031900
2008-05-22,75.666664,77.000000,73.333336,74.466667,51.620037,18201792
2008-05-23,74.466667,75.300003,70.383331,71.199997,49.355591,17608056
2008-05-26,70.616669,70.616669,67.183334,68.500000,47.483959,27450549
2008-05-27,68.833336,71.833336,68.666664,69.699997,48.315792,30032439
2008-05-28,70.366669,74.416664,70.366669,73.983330,51.284977,29798016
2008-05-29,73.983330,74.650002,71.083336,71.983330,49.898590,15796008
2008-05-30,72.333336,73.466667,71.699997,72.583336,50.314518,12258312
2008-06-02,73.066666,74.666664,72.183334,73.316666,50.822861,18582240
2008-06-03,72.666664,73.633331,71.383331,73.300003,50.811302,13528701
2008-06-04,74.699997,74.699997,71.000000,71.933334,49.863937,8853120
2008-06-05,72.699997,74.583336,71.000000,74.166664,51.412071,11350017
2008-06-06,74.666664,75.000000,70.449997,71.150002,49.320930,13452264
2008-06-09,69.800003,71.133331,68.333336,69.116669,47.911438,12872745
2008-06-10,69.333336,69.333336,66.050003,67.183334,46.571255,23134971
2008-06-11,67.333336,67.800003,64.933334,66.500000,46.097561,36574662
2008-06-12,65.383331,67.533333,65.066666,66.650002,46.201550,19019673
2008-06-13,66.666664,67.133331,64.883331,66.050003,45.785625,13570539
2008-06-16,66.633331,67.366669,65.833336,67.166664,46.559696,14265405
2008-06-17,67.333336,68.300003,67.000000,67.750000,46.964066,5600301
2008-06-18,68.333336,69.083336,67.500000,68.650002,47.587936,11203188
2008-06-19,67.666664,68.800003,67.016663,68.599998,47.553280,9119670
2008-06-20,68.633331,68.633331,64.833336,66.133331,45.843395,13362174
2008-06-23,65.666664,68.083336,64.349998,65.133331,45.150188,17291769
