Date,Open,High,Low,Close,Adj Close,Volume,Company,Year,GDP Growth Rate,Interest Rate,Inflation Rate
2008-01-01,195.762115,197.665359,193.405716,195.30896,169.607895,1408592.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-02,197.302826,199.115448,190.596161,196.985626,171.063904,3015583.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-03,197.574722,200.656158,191.72905,192.997879,167.600906,2793263.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-04,194.855804,200.203018,193.541656,199.296707,173.070862,4763906.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-07,196.668411,198.481033,192.136887,197.574722,171.5755,4374757.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-08,196.668411,197.937241,186.699051,189.327332,164.413361,2372241.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-09,190.32428,194.538605,185.79274,192.091568,166.813873,1975643.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-10,192.136887,192.907242,181.034637,182.439407,158.431854,2022069.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-11,183.980133,185.611481,178.723557,183.164459,159.061508,1477635.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-14,185.702118,187.560043,181.442474,182.665985,158.628616,1565206.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-15,183.526978,184.886444,175.95932,179.131393,155.559128,2216145.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-16,176.729691,176.729691,168.7995,173.240402,150.443359,2802610.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-17,172.198151,174.917068,167.893204,173.195084,150.404022,2437546.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-18,174.010773,175.506165,166.035278,167.757248,145.681763,3364212.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-21,167.666626,167.666626,135.991226,151.035904,131.160812,3646755.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-22,140.477448,158.603561,126.882851,135.220871,117.42688,4014271.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-23,126.882851,151.353119,126.882851,145.190231,126.084366,2767557.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-24,146.730957,153.482941,133.725464,136.036545,118.135239,3466364.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-25,139.571136,163.044464,138.21167,157.425369,136.709457,3465152.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-28,154.978333,159.373917,145.915283,157.425369,136.709457,2312073.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-29,156.972214,165.310226,153.618881,162.681946,141.274307,3480240.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-30,161.231857,163.044464,156.790955,159.73645,138.716431,3806828.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-01-31,159.509872,159.509872,140.477448,148.588882,129.035797,6423984.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-01,153.9814,161.775635,145.915283,160.959961,139.778946,4073625.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-04,166.1259,172.107529,158.96608,162.092834,140.762756,2801685.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-05,161.413116,166.307159,156.111221,165.219604,143.478043,2633976.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-06,155.929962,160.234909,154.978333,156.201859,135.646942,1735183.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-07,156.790955,158.512939,145.915283,147.048157,127.6978,2821325.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-08,149.449875,152.259415,143.196365,145.099609,126.005676,2825030.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-11,144.918335,145.915283,135.945908,138.030411,119.866714,3770892.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-12,140.38681,142.516632,135.71933,136.988159,118.961609,3051709.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-13,138.664825,141.746277,133.136368,135.538071,117.702354,1053145.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-14,139.571136,149.90303,139.571136,148.316986,128.799683,3187191.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-15,147.72789,163.950775,145.008972,161.594376,140.329849,5028328.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-18,162.455368,167.666626,159.283295,166.896271,144.934036,3995596.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-19,167.711945,170.65744,159.147354,162.500671,141.116867,4325138.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-20,162.999146,165.763382,157.969147,160.506805,139.385376,2485743.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-21,162.22879,173.013824,162.22879,171.065277,148.554474,3980836.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-22,171.291855,176.503113,166.760315,174.056076,151.151703,5401115.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-25,175.053024,179.267349,167.711945,178.179779,154.732773,4004084.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-26,180.264282,182.03157,177.228149,179.675186,156.031403,3217787.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-27,180.80806,185.702118,176.095276,177.590668,154.221176,5275049.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-28,177.635986,185.79274,175.370224,185.158325,160.792953,7737723.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-02-29,183.345718,184.886444,175.82338,183.617615,159.455048,7329421.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-03,177.907883,183.617615,169.56987,172.334106,149.656326,6349132.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-04,172.198151,183.526978,169.705811,181.533112,157.644806,5867964.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-05,181.261215,190.958694,178.678238,188.375717,163.586975,9054117.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-07,185.883377,186.699051,172.288788,178.089142,154.654037,3758428.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-10,175.82338,182.439407,169.116714,178.678238,155.165619,3946753.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-11,177.545364,186.155273,173.195084,184.116074,159.887863,4465164.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-12,185.79274,187.605362,170.929321,173.829498,150.954926,4666106.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-13,167.757248,171.155899,156.564377,157.606628,136.866852,5560594.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-14,159.509872,167.666626,158.603561,164.90239,143.202591,3281609.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-17,163.044464,163.044464,146.912216,148.860779,129.271896,4888949.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-18,147.72789,152.259415,143.785461,146.141861,126.910774,3698281.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-19,149.449875,152.71257,138.664825,140.160233,121.716263,5324553.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-24,145.915283,154.026718,133.725464,139.571136,121.204674,3014824.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-25,141.383743,150.446808,141.383743,147.773209,128.327454,2423766.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-26,148.860779,151.806274,144.193298,146.685638,127.38298,3048221.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-27,143.558884,160.234909,143.558884,156.926895,136.276581,6870638.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-28,159.509872,160.325546,154.978333,158.920776,138.008087,2258501.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-03-31,158.195724,161.186539,147.909149,149.631134,129.940903,3369336.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-01,145.099609,156.700317,145.099609,152.168793,132.144608,2333336.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-02,158.603561,158.603561,149.631134,150.764023,130.924713,1410017.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-03,149.540497,158.331665,149.540497,154.797073,134.427017,2510032.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-04,139.752396,156.790955,139.752396,152.939148,132.813583,1965391.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-07,153.256363,157.69725,150.899963,156.972214,136.315948,1488401.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-08,154.978333,157.24411,151.851578,153.80014,133.561264,2081540.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-09,154.978333,157.470673,152.71257,156.700317,136.079834,1902177.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-10,156.700317,161.231857,156.700317,157.56131,136.827515,1746238.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-11,159.509872,162.681946,157.69725,159.872391,138.834473,2312454.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-15,157.69725,160.642746,156.111221,157.380051,136.67012,1898614.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-16,159.509872,162.183472,158.64888,159.963028,138.913162,1264243.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-17,160.416168,170.204285,160.416168,169.162033,146.901672,2432337.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-21,171.291855,176.185898,170.838699,174.23735,151.309128,2281980.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-22,173.104462,177.137527,170.521484,175.007706,151.978119,2358357.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-23,176.729691,176.729691,168.754196,170.521484,148.082184,1049272.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
2008-04-24,167.802567,173.920135,166.760315,170.748062,148.278992,3127190.0,Hindalco Industries Ltd,2008,3.1,3.8,8.3
